CHP_ID	Medicinal_properties	Class	x_rank	y_rank
CHP00146	Cold therapeutic	Therapeutic nature	6	17
CHP00147	Bitter medicinal	Medicinal flavor	10	13
CHP00147	Cold therapeutic	Therapeutic nature	6	17
CHP00148	Pungent medicinal	Medicinal flavor	14	4
CHP00148	Warm therapeutic	Therapeutic nature	18	6
CHP00149	Sweet medicinal	Medicinal flavor	13	19
CHP00149	Neutral therapeutic	Therapeutic nature	16	15
CHP00150	Salty medicinal	Medicinal flavor	23	16
CHP00150	Bitter medicinal	Medicinal flavor	10	13
CHP00150	Stomach meridian	Meridian tropism	8	3
CHP00150	Liver meridian	Meridian tropism	12	7
CHP00150	Kidney meridian	Meridian tropism	21	10
CHP00150	Cold therapeutic	Therapeutic nature	6	17
CHP00151	Bitter medicinal	Medicinal flavor	10	13
CHP00151	Stomach meridian	Meridian tropism	8	3
CHP00151	Spleen meridian	Meridian tropism	19	5
CHP00151	Bladder meridian	Meridian tropism	7	12
CHP00151	Cold therapeutic	Therapeutic nature	6	17
CHP00152	Sweet medicinal	Medicinal flavor	13	19
CHP00152	Small intestine meridian	Meridian tropism	3	22
CHP00152	Large intestine meridian	Meridian tropism	2	9
CHP00152	Cold therapeutic	Therapeutic nature	6	17
CHP00153	Bitter medicinal	Medicinal flavor	10	13
CHP00153	Lung meridian	Meridian tropism	5	8
CHP00153	Heart meridian	Meridian tropism	9	21
CHP00153	Cold therapeutic	Therapeutic nature	6	17
CHP00154	Pungent medicinal	Medicinal flavor	14	4
CHP00154	Warm therapeutic	Therapeutic nature	18	6
CHP00155	Lung meridian	Meridian tropism	5	8
CHP00155	Kidney meridian	Meridian tropism	21	10
CHP00155	Bladder meridian	Meridian tropism	7	12
CHP00155	Neutral therapeutic	Therapeutic nature	16	15
CHP00156	Sweet medicinal	Medicinal flavor	13	19
CHP00156	Stomach meridian	Meridian tropism	8	3
CHP00156	Lung meridian	Meridian tropism	5	8
CHP00156	Liver meridian	Meridian tropism	12	7
CHP00156	Cool therapeutic	Therapeutic nature	15	11
CHP00157	Bitter medicinal	Medicinal flavor	10	13
CHP00157	Liver meridian	Meridian tropism	12	7
CHP00157	Stomach meridian	Meridian tropism	8	3
CHP00157	Cold therapeutic	Therapeutic nature	6	17
CHP00158	Sweet medicinal	Medicinal flavor	13	19
CHP00158	Bitter medicinal	Medicinal flavor	10	13
CHP00158	Astringent medicinal	Medicinal flavor	17	18
CHP00158	Neutral therapeutic	Therapeutic nature	16	15
CHP00159	Pungent medicinal	Medicinal flavor	14	4
CHP00159	Bitter medicinal	Medicinal flavor	10	13
CHP00159	Warm therapeutic	Therapeutic nature	18	6
CHP00160	Bitter medicinal	Medicinal flavor	10	13
CHP00160	Neutral therapeutic	Therapeutic nature	16	15
CHP00161	Sweet medicinal	Medicinal flavor	13	19
CHP00161	Neutral therapeutic	Therapeutic nature	16	15
CHP00162	Pungent medicinal	Medicinal flavor	14	4
CHP00162	Large intestine meridian	Meridian tropism	2	9
CHP00162	Stomach meridian	Meridian tropism	8	3
CHP00162	Lung meridian	Meridian tropism	5	8
CHP00162	Warm therapeutic	Therapeutic nature	18	6
CHP00163	Pungent medicinal	Medicinal flavor	14	4
CHP00163	Neutral therapeutic	Therapeutic nature	16	15
CHP00164	Pungent medicinal	Medicinal flavor	14	4
CHP00164	Bitter medicinal	Medicinal flavor	10	13
CHP00164	Lung meridian	Meridian tropism	5	8
CHP00164	Liver meridian	Meridian tropism	12	7
CHP00164	Heart meridian	Meridian tropism	9	21
CHP00164	Cold therapeutic	Therapeutic nature	6	17
CHP00165	Pungent medicinal	Medicinal flavor	14	4
CHP00165	Warm therapeutic	Therapeutic nature	18	6
CHP00166	Sweet medicinal	Medicinal flavor	13	19
CHP00166	Bitter medicinal	Medicinal flavor	10	13
CHP00166	Cool therapeutic	Therapeutic nature	15	11
CHP00167	Sweet medicinal	Medicinal flavor	13	19
CHP00167	Neutral therapeutic	Therapeutic nature	16	15
CHP00168	Sweet medicinal	Medicinal flavor	13	19
CHP00168	Bitter medicinal	Medicinal flavor	10	13
CHP00168	Lung meridian	Meridian tropism	5	8
CHP00168	Warm therapeutic	Therapeutic nature	18	6
CHP00169	Pungent medicinal	Medicinal flavor	14	4
CHP00169	Spleen meridian	Meridian tropism	19	5
CHP00169	Liver meridian	Meridian tropism	12	7
CHP00169	Warm therapeutic	Therapeutic nature	18	6
CHP00170	Sweet medicinal	Medicinal flavor	13	19
CHP00170	Stomach meridian	Meridian tropism	8	3
CHP00170	Lung meridian	Meridian tropism	5	8
CHP00170	Heart meridian	Meridian tropism	9	21
CHP00170	Cold therapeutic	Therapeutic nature	6	17
CHP00171	Sweet medicinal	Medicinal flavor	13	19
CHP00171	Bitter medicinal	Medicinal flavor	10	13
CHP00171	Cool therapeutic	Therapeutic nature	15	11
CHP00172	Bitter medicinal	Medicinal flavor	10	13
CHP00172	Cold therapeutic	Therapeutic nature	6	17
CHP00173	Pungent medicinal	Medicinal flavor	14	4
CHP00173	Warm therapeutic	Therapeutic nature	18	6
CHP00174	Pungent medicinal	Medicinal flavor	14	4
CHP00174	Bitter medicinal	Medicinal flavor	10	13
CHP00174	Lung meridian	Meridian tropism	5	8
CHP00174	Warm therapeutic	Therapeutic nature	18	6
CHP00175	Sweet medicinal	Medicinal flavor	13	19
CHP00175	Bitter medicinal	Medicinal flavor	10	13
CHP00175	Cold therapeutic	Therapeutic nature	6	17
CHP00176	Pungent medicinal	Medicinal flavor	14	4
CHP00176	Bitter medicinal	Medicinal flavor	10	13
CHP00176	Spleen meridian	Meridian tropism	19	5
CHP00176	Lung meridian	Meridian tropism	5	8
CHP00176	Kidney meridian	Meridian tropism	21	10
CHP00176	Cold therapeutic	Therapeutic nature	6	17
CHP00177	Pungent medicinal	Medicinal flavor	14	4
CHP00177	Bitter medicinal	Medicinal flavor	10	13
CHP00177	Neutral therapeutic	Therapeutic nature	16	15
CHP00178	Sweet medicinal	Medicinal flavor	13	19
CHP00178	Cool therapeutic	Therapeutic nature	15	11
CHP00179	Bitter medicinal	Medicinal flavor	10	13
CHP00179	Cold therapeutic	Therapeutic nature	6	17
CHP00180	Bitter medicinal	Medicinal flavor	10	13
CHP00180	Pungent medicinal	Medicinal flavor	14	4
CHP00180	Sweet medicinal	Medicinal flavor	13	19
CHP00180	Astringent medicinal	Medicinal flavor	17	18
CHP00180	Neutral therapeutic	Therapeutic nature	16	15
CHP00180	Warm therapeutic	Therapeutic nature	18	6
CHP00181	Pungent medicinal	Medicinal flavor	14	4
CHP00181	Bitter medicinal	Medicinal flavor	10	13
CHP00181	Cool therapeutic	Therapeutic nature	15	11
CHP00182	Bitter medicinal	Medicinal flavor	10	13
CHP00182	Sweet medicinal	Medicinal flavor	13	19
CHP00182	Neutral therapeutic	Therapeutic nature	16	15
CHP00183	Bitter medicinal	Medicinal flavor	10	13
CHP00183	Astringent medicinal	Medicinal flavor	17	18
CHP00183	Neutral therapeutic	Therapeutic nature	16	15
CHP00184	Sweet medicinal	Medicinal flavor	13	19
CHP00184	Astringent medicinal	Medicinal flavor	17	18
CHP00184	Neutral therapeutic	Therapeutic nature	16	15
CHP00185	Sweet medicinal	Medicinal flavor	13	19
CHP00185	Neutral therapeutic	Therapeutic nature	16	15
CHP00186	Sweet medicinal	Medicinal flavor	13	19
CHP00186	Large intestine meridian	Meridian tropism	2	9
CHP00186	Kidney meridian	Meridian tropism	21	10
CHP00186	Heart meridian	Meridian tropism	9	21
CHP00186	Neutral therapeutic	Therapeutic nature	16	15
CHP00187	Pungent medicinal	Medicinal flavor	14	4
CHP00187	Bitter medicinal	Medicinal flavor	10	13
CHP00187	Large intestine meridian	Meridian tropism	2	9
CHP00187	Stomach meridian	Meridian tropism	8	3
CHP00187	Liver meridian	Meridian tropism	12	7
CHP00187	Cold therapeutic	Therapeutic nature	6	17
CHP00188	Sweet medicinal	Medicinal flavor	13	19
CHP00188	Bitter medicinal	Medicinal flavor	10	13
CHP00188	Cold therapeutic	Therapeutic nature	6	17
CHP00189	Bitter medicinal	Medicinal flavor	10	13
CHP00189	Lung meridian	Meridian tropism	5	8
CHP00189	Bladder meridian	Meridian tropism	7	12
CHP00189	Neutral therapeutic	Therapeutic nature	16	15
CHP00190	Bitter medicinal	Medicinal flavor	10	13
CHP00190	Heart meridian	Meridian tropism	9	21
CHP00190	Neutral therapeutic	Therapeutic nature	16	15
CHP00191	Sweet medicinal	Medicinal flavor	13	19
CHP00191	Astringent medicinal	Medicinal flavor	17	18
CHP00191	Cool therapeutic	Therapeutic nature	15	11
CHP00192	Sweet medicinal	Medicinal flavor	13	19
CHP00192	Bitter medicinal	Medicinal flavor	10	13
CHP00192	Cool therapeutic	Therapeutic nature	15	11
CHP00193	Sweet medicinal	Medicinal flavor	13	19
CHP00193	Pungent medicinal	Medicinal flavor	14	4
CHP00193	Neutral therapeutic	Therapeutic nature	16	15
CHP00194	Sweet medicinal	Medicinal flavor	13	19
CHP00194	Pungent medicinal	Medicinal flavor	14	4
CHP00194	Neutral therapeutic	Therapeutic nature	16	15
CHP00195	Sweet medicinal	Medicinal flavor	13	19
CHP00195	Neutral therapeutic	Therapeutic nature	16	15
CHP00196	Sweet medicinal	Medicinal flavor	13	19
CHP00196	Neutral therapeutic	Therapeutic nature	16	15
CHP00197	Sweet medicinal	Medicinal flavor	13	19
CHP00197	Cool therapeutic	Therapeutic nature	15	11
CHP00198	Pungent medicinal	Medicinal flavor	14	4
CHP00198	Bitter medicinal	Medicinal flavor	10	13
CHP00198	Warm therapeutic	Therapeutic nature	18	6
CHP00199	Sweet medicinal	Medicinal flavor	13	19
CHP00199	Bitter medicinal	Medicinal flavor	10	13
CHP00199	Astringent medicinal	Medicinal flavor	17	18
CHP00199	Cool therapeutic	Therapeutic nature	15	11
CHP00200	Pungent medicinal	Medicinal flavor	14	4
CHP00200	Liver meridian	Meridian tropism	12	7
CHP00200	Warm therapeutic	Therapeutic nature	18	6
CHP00201	Pungent medicinal	Medicinal flavor	14	4
CHP00201	Small intestine meridian	Meridian tropism	3	22
CHP00201	Lung meridian	Meridian tropism	5	8
CHP00201	Heart meridian	Meridian tropism	9	21
CHP00201	Neutral therapeutic	Therapeutic nature	16	15
CHP00202	Bitter medicinal	Medicinal flavor	10	13
CHP00202	Cold therapeutic	Therapeutic nature	6	17
CHP00203	Pungent medicinal	Medicinal flavor	14	4
CHP00203	Bitter medicinal	Medicinal flavor	10	13
CHP00203	Large intestine meridian	Meridian tropism	2	9
CHP00203	Liver meridian	Meridian tropism	12	7
CHP00203	Cold therapeutic	Therapeutic nature	6	17
CHP00204	Pungent medicinal	Medicinal flavor	14	4
CHP00204	Bitter medicinal	Medicinal flavor	10	13
CHP00204	Cold therapeutic	Therapeutic nature	6	17
CHP00205	Sweet medicinal	Medicinal flavor	13	19
CHP00205	Bitter medicinal	Medicinal flavor	10	13
CHP00205	Cool therapeutic	Therapeutic nature	15	11
CHP00206	Pungent medicinal	Medicinal flavor	14	4
CHP00206	Bitter medicinal	Medicinal flavor	10	13
CHP00206	Warm therapeutic	Therapeutic nature	18	6
CHP00207	Pungent medicinal	Medicinal flavor	14	4
CHP00207	Bitter medicinal	Medicinal flavor	10	13
CHP00207	Cool therapeutic	Therapeutic nature	15	11
CHP00208	Sweet medicinal	Medicinal flavor	13	19
CHP00208	Warm therapeutic	Therapeutic nature	18	6
CHP00209	Bitter medicinal	Medicinal flavor	10	13
CHP00209	Pungent medicinal	Medicinal flavor	14	4
CHP00209	Stomach meridian	Meridian tropism	8	3
CHP00209	Lung meridian	Meridian tropism	5	8
CHP00209	Spleen meridian	Meridian tropism	19	5
CHP00209	Warm therapeutic	Therapeutic nature	18	6
CHP00210	Pungent medicinal	Medicinal flavor	14	4
CHP00210	Bitter medicinal	Medicinal flavor	10	13
CHP00210	Stomach meridian	Meridian tropism	8	3
CHP00210	Lung meridian	Meridian tropism	5	8
CHP00210	Neutral therapeutic	Therapeutic nature	16	15
CHP00211	Bitter medicinal	Medicinal flavor	10	13
CHP00211	Astringent medicinal	Medicinal flavor	17	18
CHP00211	Spleen meridian	Meridian tropism	19	5
CHP00211	Lung meridian	Meridian tropism	5	8
CHP00211	Liver meridian	Meridian tropism	12	7
CHP00211	Kidney meridian	Meridian tropism	21	10
CHP00211	Cool therapeutic	Therapeutic nature	15	11
CHP00212	Pungent medicinal	Medicinal flavor	14	4
CHP00212	Bitter medicinal	Medicinal flavor	10	13
CHP00212	Lung meridian	Meridian tropism	5	8
CHP00212	Liver meridian	Meridian tropism	12	7
CHP00212	Kidney meridian	Meridian tropism	21	10
CHP00212	Cold therapeutic	Therapeutic nature	6	17
CHP00213	Bitter medicinal	Medicinal flavor	10	13
CHP00213	Cool therapeutic	Therapeutic nature	15	11
CHP00214	Bitter medicinal	Medicinal flavor	10	13
CHP00214	Pungent medicinal	Medicinal flavor	14	4
CHP00214	Cool therapeutic	Therapeutic nature	15	11
CHP00215	Bitter medicinal	Medicinal flavor	10	13
CHP00215	Astringent medicinal	Medicinal flavor	17	18
CHP00215	Lung meridian	Meridian tropism	5	8
CHP00215	Liver meridian	Meridian tropism	12	7
CHP00215	Kidney meridian	Meridian tropism	21	10
CHP00215	Warm therapeutic	Therapeutic nature	18	6
CHP00216	Pungent medicinal	Medicinal flavor	14	4
CHP00216	Lung meridian	Meridian tropism	5	8
CHP00216	Liver meridian	Meridian tropism	12	7
CHP00216	Cool therapeutic	Therapeutic nature	15	11
CHP00217	Pungent medicinal	Medicinal flavor	14	4
CHP00217	Cool therapeutic	Therapeutic nature	15	11
CHP00218	Sweet medicinal	Medicinal flavor	13	19
CHP00219	Pungent medicinal	Medicinal flavor	14	4
CHP00219	Bitter medicinal	Medicinal flavor	10	13
CHP00219	Cold therapeutic	Therapeutic nature	6	17
CHP00220	Pungent medicinal	Medicinal flavor	14	4
CHP00220	Bitter medicinal	Medicinal flavor	10	13
CHP00220	Warm therapeutic	Therapeutic nature	18	6
CHP00221	Pungent medicinal	Medicinal flavor	14	4
CHP00221	Bitter medicinal	Medicinal flavor	10	13
CHP00221	Liver meridian	Meridian tropism	12	7
CHP00221	Hot therapeutic	Therapeutic nature	22	2
CHP00222	Sweet medicinal	Medicinal flavor	13	19
CHP00222	Pungent medicinal	Medicinal flavor	14	4
CHP00222	Cool therapeutic	Therapeutic nature	15	11
CHP00223	Bitter medicinal	Medicinal flavor	10	13
CHP00223	Liver meridian	Meridian tropism	12	7
CHP00223	Cold therapeutic	Therapeutic nature	6	17
CHP00224	Pungent medicinal	Medicinal flavor	14	4
CHP00224	Bitter medicinal	Medicinal flavor	10	13
CHP00224	Stomach meridian	Meridian tropism	8	3
CHP00224	Spleen meridian	Meridian tropism	19	5
CHP00224	Warm therapeutic	Therapeutic nature	18	6
CHP00225	Bitter medicinal	Medicinal flavor	10	13
CHP00225	Lung meridian	Meridian tropism	5	8
CHP00225	Cold therapeutic	Therapeutic nature	6	17
CHP00226	Bitter medicinal	Medicinal flavor	10	13
CHP00226	Cool therapeutic	Therapeutic nature	15	11
CHP00227	Bitter medicinal	Medicinal flavor	10	13
CHP00227	Large intestine meridian	Meridian tropism	2	9
CHP00227	Stomach meridian	Meridian tropism	8	3
CHP00227	Lung meridian	Meridian tropism	5	8
CHP00227	Cold therapeutic	Therapeutic nature	6	17
CHP00228	Bitter medicinal	Medicinal flavor	10	13
CHP00228	Large intestine meridian	Meridian tropism	2	9
CHP00228	Stomach meridian	Meridian tropism	8	3
CHP00228	Lung meridian	Meridian tropism	5	8
CHP00228	Cold therapeutic	Therapeutic nature	6	17
CHP00229	Sweet medicinal	Medicinal flavor	13	19
CHP00229	Bitter medicinal	Medicinal flavor	10	13
CHP00229	Stomach meridian	Meridian tropism	8	3
CHP00229	Lung meridian	Meridian tropism	5	8
CHP00229	Cold therapeutic	Therapeutic nature	6	17
CHP00230	Bitter medicinal	Medicinal flavor	10	13
CHP00230	Bladder meridian	Meridian tropism	7	12
CHP00230	Cold therapeutic	Therapeutic nature	6	17
CHP00231	Sweet medicinal	Medicinal flavor	13	19
CHP00231	Salty medicinal	Medicinal flavor	23	16
CHP00231	Bitter medicinal	Medicinal flavor	10	13
CHP00231	Stomach meridian	Meridian tropism	8	3
CHP00231	Spleen meridian	Meridian tropism	19	5
CHP00231	Kidney meridian	Meridian tropism	21	10
CHP00231	Cold therapeutic	Therapeutic nature	6	17
CHP00232	Pungent medicinal	Medicinal flavor	14	4
CHP00232	Bitter medicinal	Medicinal flavor	10	13
CHP00232	Lung meridian	Meridian tropism	5	8
CHP00232	Liver meridian	Meridian tropism	12	7
CHP00232	Neutral therapeutic	Therapeutic nature	16	15
CHP00233	Pungent medicinal	Medicinal flavor	14	4
CHP00233	Bitter medicinal	Medicinal flavor	10	13
CHP00233	Cold therapeutic	Therapeutic nature	6	17
CHP00234	Bitter medicinal	Medicinal flavor	10	13
CHP00234	Large intestine meridian	Meridian tropism	2	9
CHP00234	Liver meridian	Meridian tropism	12	7
CHP00234	Heart meridian	Meridian tropism	9	21
CHP00234	Cold therapeutic	Therapeutic nature	6	17
CHP00235	Sweet medicinal	Medicinal flavor	13	19
CHP00235	Pungent medicinal	Medicinal flavor	14	4
CHP00235	Cool therapeutic	Therapeutic nature	15	11
CHP00236	Sweet medicinal	Medicinal flavor	13	19
CHP00236	Stomach meridian	Meridian tropism	8	3
CHP00236	Lung meridian	Meridian tropism	5	8
CHP00236	Cold therapeutic	Therapeutic nature	6	17
CHP00237	Sweet medicinal	Medicinal flavor	13	19
CHP00237	Bitter medicinal	Medicinal flavor	10	13
CHP00237	Neutral therapeutic	Therapeutic nature	16	15
CHP00238	Pungent medicinal	Medicinal flavor	14	4
CHP00238	Large intestine meridian	Meridian tropism	2	9
CHP00238	Stomach meridian	Meridian tropism	8	3
CHP00238	Hot therapeutic	Therapeutic nature	22	2
CHP00239	Pungent medicinal	Medicinal flavor	14	4
CHP00239	Warm therapeutic	Therapeutic nature	18	6
CHP00240	Pungent medicinal	Medicinal flavor	14	4
CHP00240	Stomach meridian	Meridian tropism	8	3
CHP00240	Spleen meridian	Meridian tropism	19	5
CHP00240	Kidney meridian	Meridian tropism	21	10
CHP00240	Bladder meridian	Meridian tropism	7	12
CHP00240	Warm therapeutic	Therapeutic nature	18	6
CHP00241	Bitter medicinal	Medicinal flavor	10	13
CHP00241	Stomach meridian	Meridian tropism	8	3
CHP00241	Kidney meridian	Meridian tropism	21	10
CHP00241	Neutral therapeutic	Therapeutic nature	16	15
CHP00242	Sweet medicinal	Medicinal flavor	13	19
CHP00242	Pungent medicinal	Medicinal flavor	14	4
CHP00242	Neutral therapeutic	Therapeutic nature	16	15
CHP00243	Warm therapeutic	Therapeutic nature	18	6
CHP00244	Pungent medicinal	Medicinal flavor	14	4
CHP00244	Bitter medicinal	Medicinal flavor	10	13
CHP00244	Neutral therapeutic	Therapeutic nature	16	15
CHP00245	Sweet medicinal	Medicinal flavor	13	19
CHP00245	Pungent medicinal	Medicinal flavor	14	4
CHP00245	Large intestine meridian	Meridian tropism	2	9
CHP00245	Neutral therapeutic	Therapeutic nature	16	15
CHP00246	Sweet medicinal	Medicinal flavor	13	19
CHP00246	Pungent medicinal	Medicinal flavor	14	4
CHP00246	Large intestine meridian	Meridian tropism	2	9
CHP00246	Spleen meridian	Meridian tropism	19	5
CHP00246	Lung meridian	Meridian tropism	5	8
CHP00246	Liver meridian	Meridian tropism	12	7
CHP00246	Neutral therapeutic	Therapeutic nature	16	15
CHP00247	Sour medicinal	Medicinal flavor	20	20
CHP00247	Neutral therapeutic	Therapeutic nature	16	15
CHP00248	Bitter medicinal	Medicinal flavor	10	13
CHP00248	Neutral therapeutic	Therapeutic nature	16	15
CHP00249	Sweet medicinal	Medicinal flavor	13	19
CHP00249	Neutral therapeutic	Therapeutic nature	16	15
CHP00250	Bitter medicinal	Medicinal flavor	10	13
CHP00250	Astringent medicinal	Medicinal flavor	17	18
CHP00250	Cold therapeutic	Therapeutic nature	6	17
CHP00251	Bitter medicinal	Medicinal flavor	10	13
CHP00251	Cold therapeutic	Therapeutic nature	6	17
CHP00252	Bitter medicinal	Medicinal flavor	10	13
CHP00252	Bladder meridian	Meridian tropism	7	12
CHP00252	Cold therapeutic	Therapeutic nature	6	17
CHP00253	Bitter medicinal	Medicinal flavor	10	13
CHP00253	Cool therapeutic	Therapeutic nature	15	11
CHP00254	Sweet medicinal	Medicinal flavor	13	19
CHP00254	Warm therapeutic	Therapeutic nature	18	6
CHP00255	Bitter medicinal	Medicinal flavor	10	13
CHP00255	Cold therapeutic	Therapeutic nature	6	17
CHP00256	Sweet medicinal	Medicinal flavor	13	19
CHP00256	Bitter medicinal	Medicinal flavor	10	13
CHP00256	Large intestine meridian	Meridian tropism	2	9
CHP00256	Kidney meridian	Meridian tropism	21	10
CHP00256	Cold therapeutic	Therapeutic nature	6	17
CHP00257	Sweet medicinal	Medicinal flavor	13	19
CHP00257	Pungent medicinal	Medicinal flavor	14	4
CHP00257	Warm therapeutic	Therapeutic nature	18	6
CHP00258	Sweet medicinal	Medicinal flavor	13	19
CHP00258	Stomach meridian	Meridian tropism	8	3
CHP00258	Spleen meridian	Meridian tropism	19	5
CHP00258	Warm therapeutic	Therapeutic nature	18	6
CHP00259	Sour medicinal	Medicinal flavor	20	20
